national_number,english_name,stat_name,stat_value
142,Aerodactyl,sp_attack,60
143,Snorlax,sp_attack,65
144,Articuno,sp_attack,95
145,Zapdos,sp_attack,125
146,Moltres,sp_attack,125
147,Dratini,sp_attack,50
148,Dragonair,sp_attack,70
149,Dragonite,sp_attack,100
150,Mewtwo,sp_attack,154
151,Mew,sp_attack,100
152,Chikorita,sp_attack,49
153,Bayleef,sp_attack,63
154,Meganium,sp_attack,83
155,Cyndaquil,sp_attack,60
156,Quilava,sp_attack,80
157,Typhlosion,sp_attack,109
158,Totodile,sp_attack,44
159,Croconaw,sp_attack,59
160,Feraligatr,sp_attack,79
161,Sentret,sp_attack,35
162,Furret,sp_attack,45
163,Hoothoot,sp_attack,36
164,Noctowl,sp_attack,86
165,Ledyba,sp_attack,40
166,Ledian,sp_attack,55
167,Spinarak,sp_attack,40
168,Ariados,sp_attack,60
169,Crobat,sp_attack,70
170,Chinchou,sp_attack,56
171,Lanturn,sp_attack,76
172,Pichu,sp_attack,35
173,Cleffa,sp_attack,45
174,Igglybuff,sp_attack,40
175,Togepi,sp_attack,40
176,Togetic,sp_attack,80
177,Natu,sp_attack,70
178,Xatu,sp_attack,95
179,Mareep,sp_attack,65
180,Flaaffy,sp_attack,80
181,Ampharos,sp_attack,115
182,Bellossom,sp_attack,90
183,Marill,sp_attack,20
184,Azumarill,sp_attack,60
185,Sudowoodo,sp_attack,30
186,Politoed,sp_attack,90
187,Hoppip,sp_attack,35
188,Skiploom,sp_attack,45
189,Jumpluff,sp_attack,55
190,Aipom,sp_attack,40
191,Sunkern,sp_attack,30
192,Sunflora,sp_attack,105
193,Yanma,sp_attack,75
194,Wooper,sp_attack,25
195,Quagsire,sp_attack,65
196,Espeon,sp_attack,130
197,Umbreon,sp_attack,60
198,Murkrow,sp_attack,85
199,Slowking,sp_attack,100
200,Misdreavus,sp_attack,85
201,Unown,sp_attack,72
202,Wobbuffet,sp_attack,33
203,Girafarig,sp_attack,90
204,Pineco,sp_attack,35
205,Forretress,sp_attack,60
206,Dunsparce,sp_attack,65
207,Gligar,sp_attack,35
208,Steelix,sp_attack,55
209,Snubbull,sp_attack,40
210,Granbull,sp_attack,60
211,Qwilfish,sp_attack,55
212,Scizor,sp_attack,55
213,Shuckle,sp_attack,10
214,Heracross,sp_attack,40
215,Sneasel,sp_attack,35
216,Teddiursa,sp_attack,50
217,Ursaring,sp_attack,75
218,Slugma,sp_attack,70
219,Magcargo,sp_attack,90
220,Swinub,sp_attack,30
221,Piloswine,sp_attack,60
222,Corsola,sp_attack,65
223,Remoraid,sp_attack,65
224,Octillery,sp_attack,105
225,Delibird,sp_attack,65
226,Mantine,sp_attack,80
227,Skarmory,sp_attack,40
228,Houndour,sp_attack,80
229,Houndoom,sp_attack,110
230,Kingdra,sp_attack,95
231,Phanpy,sp_attack,40
232,Donphan,sp_attack,60
233,Porygon2,sp_attack,105
234,Stantler,sp_attack,85
235,Smeargle,sp_attack,20
236,Tyrogue,sp_attack,35
237,Hitmontop,sp_attack,35
238,Smoochum,sp_attack,85
239,Elekid,sp_attack,65
240,Magby,sp_attack,70
241,Miltank,sp_attack,40
242,Blissey,sp_attack,75
243,Raikou,sp_attack,115
244,Entei,sp_attack,90
245,Suicune,sp_attack,90
246,Larvitar,sp_attack,45
247,Pupitar,sp_attack,65
248,Tyranitar,sp_attack,95
249,Lugia,sp_attack,90
250,Ho-Oh,sp_attack,110
251,Celebi,sp_attack,100
252,Treecko,sp_attack,65
253,Grovyle,sp_attack,85
254,Sceptile,sp_attack,105
255,Torchic,sp_attack,70
256,Combusken,sp_attack,85
257,Blaziken,sp_attack,110
258,Mudkip,sp_attack,50
259,Marshtomp,sp_attack,60
260,Swampert,sp_attack,85
261,Poochyena,sp_attack,30
262,Mightyena,sp_attack,60
263,Zigzagoon,sp_attack,30
264,Linoone,sp_attack,50
265,Wurmple,sp_attack,20
266,Silcoon,sp_attack,25
267,Beautifly,sp_attack,100
268,Cascoon,sp_attack,25
269,Dustox,sp_attack,50
270,Lotad,sp_attack,40
271,Lombre,sp_attack,60
272,Ludicolo,sp_attack,90
273,Seedot,sp_attack,30
274,Nuzleaf,sp_attack,60
275,Shiftry,sp_attack,90
276,Taillow,sp_attack,30
277,Swellow,sp_attack,75
278,Wingull,sp_attack,55
279,Pelipper,sp_attack,95
280,Ralts,sp_attack,45
281,Kirlia,sp_attack,65
282,Gardevoir,sp_attack,125
283,Surskit,sp_attack,50
284,Masquerain,sp_attack,100
285,Shroomish,sp_attack,40
286,Breloom,sp_attack,60
287,Slakoth,sp_attack,35
288,Vigoroth,sp_attack,55
289,Slaking,sp_attack,95
290,Nincada,sp_attack,30
291,Ninjask,sp_attack,50
292,Shedinja,sp_attack,30
293,Whismur,sp_attack,51
294,Loudred,sp_attack,71
295,Exploud,sp_attack,91
296,Makuhita,sp_attack,20
297,Hariyama,sp_attack,40
298,Azurill,sp_attack,20
299,Nosepass,sp_attack,45
300,Skitty,sp_attack,35
301,Delcatty,sp_attack,55
302,Sableye,sp_attack,65
303,Mawile,sp_attack,55
304,Aron,sp_attack,40
305,Lairon,sp_attack,50
306,Aggron,sp_attack,60
307,Meditite,sp_attack,40
308,Medicham,sp_attack,60
309,Electrike,sp_attack,65
310,Manectric,sp_attack,105
311,Plusle,sp_attack,85
312,Minun,sp_attack,75
313,Volbeat,sp_attack,47
314,Illumise,sp_attack,73
315,Roselia,sp_attack,100
316,Gulpin,sp_attack,43
317,Swalot,sp_attack,73
318,Carvanha,sp_attack,65
319,Sharpedo,sp_attack,95
320,Wailmer,sp_attack,70
321,Wailord,sp_attack,90
322,Numel,sp_attack,65
323,Camerupt,sp_attack,105
324,Torkoal,sp_attack,85
325,Spoink,sp_attack,70
326,Grumpig,sp_attack,90
327,Spinda,sp_attack,60
328,Trapinch,sp_attack,45
329,Vibrava,sp_attack,50
330,Flygon,sp_attack,80
331,Cacnea,sp_attack,85
332,Cacturne,sp_attack,115
333,Swablu,sp_attack,40
334,Altaria,sp_attack,70
335,Zangoose,sp_attack,60
336,Seviper,sp_attack,100
337,Lunatone,sp_attack,95
338,Solrock,sp_attack,55
339,Barboach,sp_attack,46
340,Whiscash,sp_attack,76
341,Corphish,sp_attack,50
342,Crawdaunt,sp_attack,90
343,Baltoy,sp_attack,40
344,Claydol,sp_attack,70
345,Lileep,sp_attack,61
346,Cradily,sp_attack,81
347,Anorith,sp_attack,40
348,Armaldo,sp_attack,70
349,Feebas,sp_attack,10
350,Milotic,sp_attack,100
351,Castform,sp_attack,70
352,Kecleon,sp_attack,60
353,Shuppet,sp_attack,63
354,Banette,sp_attack,83
355,Duskull,sp_attack,30
356,Dusclops,sp_attack,60
357,Tropius,sp_attack,72
358,Chimecho,sp_attack,95
359,Absol,sp_attack,75
360,Wynaut,sp_attack,23
361,Snorunt,sp_attack,50
362,Glalie,sp_attack,80
363,Spheal,sp_attack,55
364,Sealeo,sp_attack,75
365,Walrein,sp_attack,95
366,Clamperl,sp_attack,74
367,Huntail,sp_attack,94
368,Gorebyss,sp_attack,114
369,Relicanth,sp_attack,45
370,Luvdisc,sp_attack,40
371,Bagon,sp_attack,40
372,Shelgon,sp_attack,60
373,Salamence,sp_attack,110
374,Beldum,sp_attack,35
375,Metang,sp_attack,55
376,Metagross,sp_attack,95
377,Regirock,sp_attack,50
378,Regice,sp_attack,100
379,Registeel,sp_attack,75
380,Latias,sp_attack,110
381,Latios,sp_attack,130
382,Kyogre,sp_attack,150
383,Groudon,sp_attack,100
384,Rayquaza,sp_attack,150
385,Jirachi,sp_attack,100
386,Deoxys,sp_attack,150
387,Turtwig,sp_attack,45
388,Grotle,sp_attack,55
389,Torterra,sp_attack,75
390,Chimchar,sp_attack,58
391,Monferno,sp_attack,78
392,Infernape,sp_attack,104
393,Piplup,sp_attack,61
394,Prinplup,sp_attack,81
395,Empoleon,sp_attack,111
396,Starly,sp_attack,30
397,Staravia,sp_attack,40
398,Staraptor,sp_attack,50
399,Bidoof,sp_attack,35
400,Bibarel,sp_attack,55
401,Kricketot,sp_attack,25
402,Kricketune,sp_attack,55
403,Shinx,sp_attack,40
404,Luxio,sp_attack,60
405,Luxray,sp_attack,95
406,Budew,sp_attack,50
407,Roserade,sp_attack,125
408,Cranidos,sp_attack,30
409,Rampardos,sp_attack,65
410,Shieldon,sp_attack,42
411,Bastiodon,sp_attack,47
412,Burmy,sp_attack,29
413,Wormadam,sp_attack,79
414,Mothim,sp_attack,94
415,Combee,sp_attack,30
416,Vespiquen,sp_attack,80
417,Pachirisu,sp_attack,45
418,Buizel,sp_attack,60
419,Floatzel,sp_attack,85
420,Cherubi,sp_attack,62
421,Cherrim,sp_attack,87
422,Shellos,sp_attack,57
423,Gastrodon,sp_attack,92
424,Ambipom,sp_attack,60
425,Drifloon,sp_attack,60
426,Drifblim,sp_attack,90
427,Buneary,sp_attack,44
428,Lopunny,sp_attack,54
429,Mismagius,sp_attack,105
430,Honchkrow,sp_attack,105
431,Glameow,sp_attack,42
432,Purugly,sp_attack,64
433,Chingling,sp_attack,65
434,Stunky,sp_attack,41
435,Skuntank,sp_attack,71
436,Bronzor,sp_attack,24
437,Bronzong,sp_attack,79
438,Bonsly,sp_attack,10
439,Mime Jr.,sp_attack,70
440,Happiny,sp_attack,15
441,Chatot,sp_attack,92
442,Spiritomb,sp_attack,92
443,Gible,sp_attack,40
444,Gabite,sp_attack,50
445,Garchomp,sp_attack,80
446,Munchlax,sp_attack,40
447,Riolu,sp_attack,35
448,Lucario,sp_attack,115
449,Hippopotas,sp_attack,38
450,Hippowdon,sp_attack,68
451,Skorupi,sp_attack,30
452,Drapion,sp_attack,60
453,Croagunk,sp_attack,61
454,Toxicroak,sp_attack,86
455,Carnivine,sp_attack,90
456,Finneon,sp_attack,49
457,Lumineon,sp_attack,69
458,Mantyke,sp_attack,60
459,Snover,sp_attack,62
460,Abomasnow,sp_attack,92
461,Weavile,sp_attack,45
462,Magnezone,sp_attack,130
463,Lickilicky,sp_attack,80
464,Rhyperior,sp_attack,55
465,Tangrowth,sp_attack,110
466,Electivire,sp_attack,95
467,Magmortar,sp_attack,125
468,Togekiss,sp_attack,120
469,Yanmega,sp_attack,116
470,Leafeon,sp_attack,60
471,Glaceon,sp_attack,130
472,Gliscor,sp_attack,45
473,Mamoswine,sp_attack,70
474,Porygon-Z,sp_attack,135
475,Gallade,sp_attack,65
476,Probopass,sp_attack,75
477,Dusknoir,sp_attack,65
478,Froslass,sp_attack,80
479,Rotom,sp_attack,95
480,Uxie,sp_attack,75
481,Mesprit,sp_attack,105
482,Azelf,sp_attack,125
483,Dialga,sp_attack,150
484,Palkia,sp_attack,150
485,Heatran,sp_attack,130
486,Regigigas,sp_attack,80
487,Giratina,sp_attack,100
488,Cresselia,sp_attack,75
489,Phione,sp_attack,80
490,Manaphy,sp_attack,100
491,Darkrai,sp_attack,135
492,Shaymin,sp_attack,100
493,Arceus,sp_attack,120
494,Victini,sp_attack,100
495,Snivy,sp_attack,45
496,Servine,sp_attack,60
497,Serperior,sp_attack,75
498,Tepig,sp_attack,45
499,Pignite,sp_attack,70
500,Emboar,sp_attack,100
501,Oshawott,sp_attack,63
502,Dewott,sp_attack,83
503,Samurott,sp_attack,108
504,Patrat,sp_attack,35
505,Watchog,sp_attack,60
506,Lillipup,sp_attack,25
507,Herdier,sp_attack,35
508,Stoutland,sp_attack,45
509,Purrloin,sp_attack,50
510,Liepard,sp_attack,88
511,Pansage,sp_attack,53
512,Simisage,sp_attack,98
513,Pansear,sp_attack,53
514,Simisear,sp_attack,98
515,Panpour,sp_attack,53
516,Simipour,sp_attack,98
517,Munna,sp_attack,67
518,Musharna,sp_attack,107
519,Pidove,sp_attack,36
520,Tranquill,sp_attack,50
521,Unfezant,sp_attack,65
522,Blitzle,sp_attack,50
523,Zebstrika,sp_attack,80
524,Roggenrola,sp_attack,25
525,Boldore,sp_attack,50
526,Gigalith,sp_attack,60
527,Woobat,sp_attack,55
528,Swoobat,sp_attack,77
529,Drilbur,sp_attack,30
530,Excadrill,sp_attack,50
531,Audino,sp_attack,60
532,Timburr,sp_attack,25
533,Gurdurr,sp_attack,40
534,Conkeldurr,sp_attack,55
535,Tympole,sp_attack,50
536,Palpitoad,sp_attack,65
537,Seismitoad,sp_attack,85
538,Throh,sp_attack,30
539,Sawk,sp_attack,30
540,Sewaddle,sp_attack,40
541,Swadloon,sp_attack,50
542,Leavanny,sp_attack,70
543,Venipede,sp_attack,30
544,Whirlipede,sp_attack,40
545,Scolipede,sp_attack,55
546,Cottonee,sp_attack,37
547,Whimsicott,sp_attack,77
548,Petilil,sp_attack,70
549,Lilligant,sp_attack,110
550,Basculin,sp_attack,80
551,Sandile,sp_attack,35
552,Krokorok,sp_attack,45
553,Krookodile,sp_attack,65
554,Darumaka,sp_attack,15
555,Darmanitan,sp_attack,30
556,Maractus,sp_attack,106
557,Dwebble,sp_attack,35
558,Crustle,sp_attack,65
559,Scraggy,sp_attack,35
560,Scrafty,sp_attack,45
561,Sigilyph,sp_attack,103
562,Yamask,sp_attack,55
563,Cofagrigus,sp_attack,95
564,Tirtouga,sp_attack,53
565,Carracosta,sp_attack,83
566,Archen,sp_attack,74
567,Archeops,sp_attack,112
568,Trubbish,sp_attack,40
569,Garbodor,sp_attack,60
570,Zorua,sp_attack,80
571,Zoroark,sp_attack,120
572,Minccino,sp_attack,40
573,Cinccino,sp_attack,65
574,Gothita,sp_attack,55
575,Gothorita,sp_attack,75
576,Gothitelle,sp_attack,95
577,Solosis,sp_attack,105
578,Duosion,sp_attack,125
579,Reuniclus,sp_attack,125
580,Ducklett,sp_attack,44
581,Swanna,sp_attack,87
582,Vanillite,sp_attack,65
583,Vanillish,sp_attack,80
584,Vanilluxe,sp_attack,110
585,Deerling,sp_attack,40
586,Sawsbuck,sp_attack,60
587,Emolga,sp_attack,75
588,Karrablast,sp_attack,40
589,Escavalier,sp_attack,60
590,Foongus,sp_attack,55
591,Amoonguss,sp_attack,85
592,Frillish,sp_attack,65
593,Jellicent,sp_attack,85
594,Alomomola,sp_attack,40
595,Joltik,sp_attack,57
596,Galvantula,sp_attack,97
597,Ferroseed,sp_attack,24
598,Ferrothorn,sp_attack,54
599,Klink,sp_attack,45
600,Klang,sp_attack,70
601,Klinklang,sp_attack,70
602,Tynamo,sp_attack,45
603,Eelektrik,sp_attack,75
604,Eelektross,sp_attack,105
605,Elgyem,sp_attack,85
606,Beheeyem,sp_attack,125
607,Litwick,sp_attack,65
608,Lampent,sp_attack,95
609,Chandelure,sp_attack,145
610,Axew,sp_attack,30
611,Fraxure,sp_attack,40
612,Haxorus,sp_attack,60
613,Cubchoo,sp_attack,60
614,Beartic,sp_attack,70
615,Cryogonal,sp_attack,95
616,Shelmet,sp_attack,40
617,Accelgor,sp_attack,100
618,Stunfisk,sp_attack,81
619,Mienfoo,sp_attack,55
620,Mienshao,sp_attack,95
621,Druddigon,sp_attack,60
622,Golett,sp_attack,35
623,Golurk,sp_attack,55
624,Pawniard,sp_attack,40
625,Bisharp,sp_attack,60
626,Bouffalant,sp_attack,40
627,Rufflet,sp_attack,37
628,Braviary,sp_attack,57
629,Vullaby,sp_attack,45
630,Mandibuzz,sp_attack,55
631,Heatmor,sp_attack,105
632,Durant,sp_attack,48
633,Deino,sp_attack,45
634,Zweilous,sp_attack,65
635,Hydreigon,sp_attack,125
636,Larvesta,sp_attack,50
637,Volcarona,sp_attack,135
638,Cobalion,sp_attack,90
639,Terrakion,sp_attack,72
640,Virizion,sp_attack,90
641,Tornadus,sp_attack,125
642,Thundurus,sp_attack,125
643,Reshiram,sp_attack,150
644,Zekrom,sp_attack,120
645,Landorus,sp_attack,115
646,Kyurem,sp_attack,130
647,Keldeo,sp_attack,129
648,Meloetta,sp_attack,128
649,Genesect,sp_attack,120
650,Chespin,sp_attack,48
651,Quilladin,sp_attack,56
652,Chesnaught,sp_attack,74
653,Fennekin,sp_attack,62
654,Braixen,sp_attack,90
655,Delphox,sp_attack,114
656,Froakie,sp_attack,62
657,Frogadier,sp_attack,83
658,Greninja,sp_attack,103
659,Bunnelby,sp_attack,32
660,Diggersby,sp_attack,50
661,Fletchling,sp_attack,40
662,Fletchinder,sp_attack,56
663,Talonflame,sp_attack,74
664,Scatterbug,sp_attack,27
665,Spewpa,sp_attack,27
666,Vivillon,sp_attack,90
667,Litleo,sp_attack,73
668,Pyroar,sp_attack,109
669,Flabébé,sp_attack,61
670,Floette,sp_attack,75
671,Florges,sp_attack,112
672,Skiddo,sp_attack,62
673,Gogoat,sp_attack,97
674,Pancham,sp_attack,46
675,Pangoro,sp_attack,69
676,Furfrou,sp_attack,65
677,Espurr,sp_attack,63
678,Meowstic,sp_attack,83
679,Honedge,sp_attack,35
680,Doublade,sp_attack,45
681,Aegislash,sp_attack,50
682,Spritzee,sp_attack,63
683,Aromatisse,sp_attack,99
684,Swirlix,sp_attack,59
685,Slurpuff,sp_attack,85
686,Inkay,sp_attack,37
687,Malamar,sp_attack,68
688,Binacle,sp_attack,39
689,Barbaracle,sp_attack,54
690,Skrelp,sp_attack,60
691,Dragalge,sp_attack,97
692,Clauncher,sp_attack,58
693,Clawitzer,sp_attack,120
694,Helioptile,sp_attack,61
695,Heliolisk,sp_attack,109
696,Tyrunt,sp_attack,45
697,Tyrantrum,sp_attack,69
698,Amaura,sp_attack,67
699,Aurorus,sp_attack,99
700,Sylveon,sp_attack,110
701,Hawlucha,sp_attack,74
702,Dedenne,sp_attack,81
703,Carbink,sp_attack,50
704,Goomy,sp_attack,55
705,Sliggoo,sp_attack,83
706,Goodra,sp_attack,110
707,Klefki,sp_attack,80
708,Phantump,sp_attack,50
709,Trevenant,sp_attack,65
710,Pumpkaboo,sp_attack,44
711,Gourgeist,sp_attack,58
712,Bergmite,sp_attack,32
713,Avalugg,sp_attack,44
714,Noibat,sp_attack,45
715,Noivern,sp_attack,97
716,Xerneas,sp_attack,131
717,Yveltal,sp_attack,131
718,Zygarde,sp_attack,81
719,Diancie,sp_attack,100
720,Hoopa,sp_attack,150
721,Volcanion,sp_attack,130
722,Rowlet,sp_attack,50
723,Dartrix,sp_attack,70
724,Decidueye,sp_attack,100
725,Litten,sp_attack,60
726,Torracat,sp_attack,80
727,Incineroar,sp_attack,80
728,Popplio,sp_attack,66
729,Brionne,sp_attack,91
730,Primarina,sp_attack,126
731,Pikipek,sp_attack,30
732,Trumbeak,sp_attack,40
733,Toucannon,sp_attack,75
734,Yungoos,sp_attack,30
735,Gumshoos,sp_attack,55
736,Grubbin,sp_attack,55
737,Charjabug,sp_attack,55
738,Vikavolt,sp_attack,145
739,Crabrawler,sp_attack,42
740,Crabominable,sp_attack,62
741,Oricorio,sp_attack,98
742,Cutiefly,sp_attack,55
743,Ribombee,sp_attack,95
744,Rockruff,sp_attack,30
745,Lycanroc,sp_attack,55
746,Wishiwashi,sp_attack,25
747,Mareanie,sp_attack,43
748,Toxapex,sp_attack,53
749,Mudbray,sp_attack,45
750,Mudsdale,sp_attack,55
751,Dewpider,sp_attack,40
752,Araquanid,sp_attack,50
753,Fomantis,sp_attack,50
754,Lurantis,sp_attack,80
755,Morelull,sp_attack,65
756,Shiinotic,sp_attack,90
757,Salandit,sp_attack,71
758,Salazzle,sp_attack,111
759,Stufful,sp_attack,45
760,Bewear,sp_attack,55
761,Bounsweet,sp_attack,30
762,Steenee,sp_attack,40
763,Tsareena,sp_attack,50
764,Comfey,sp_attack,82
765,Oranguru,sp_attack,90
766,Passimian,sp_attack,40
767,Wimpod,sp_attack,20
768,Golisopod,sp_attack,60
769,Sandygast,sp_attack,70
770,Palossand,sp_attack,100
771,Pyukumuku,sp_attack,30
772,Type: Null,sp_attack,95
773,Silvally,sp_attack,95
774,Minior,sp_attack,60
775,Komala,sp_attack,75
776,Turtonator,sp_attack,91
777,Togedemaru,sp_attack,40
778,Mimikyu,sp_attack,50
779,Bruxish,sp_attack,70
780,Drampa,sp_attack,135
781,Dhelmise,sp_attack,86
782,Jangmo-o,sp_attack,45
783,Hakamo-o,sp_attack,65
784,Kommo-o,sp_attack,100
785,Tapu Koko,sp_attack,95
786,Tapu Lele,sp_attack,130
787,Tapu Bulu,sp_attack,85
788,Tapu Fini,sp_attack,95
789,Cosmog,sp_attack,29
790,Cosmoem,sp_attack,29
791,Solgaleo,sp_attack,113
792,Lunala,sp_attack,137
793,Nihilego,sp_attack,127
794,Buzzwole,sp_attack,53
795,Pheromosa,sp_attack,137
796,Xurkitree,sp_attack,173
797,Celesteela,sp_attack,107
798,Kartana,sp_attack,59
799,Guzzlord,sp_attack,97
800,Necrozma,sp_attack,127
801,Magearna,sp_attack,130
802,Marshadow,sp_attack,90
803,Poipole,sp_attack,73
804,Naganadel,sp_attack,127
805,Stakataka,sp_attack,53
806,Blacephalon,sp_attack,151
807,Zeraora,sp_attack,102
808,Meltan,sp_attack,55
809,Melmetal,sp_attack,80
810,Grookey,sp_attack,40
811,Thwackey,sp_attack,55
812,Rillaboom,sp_attack,60
813,Scorbunny,sp_attack,40
814,Raboot,sp_attack,55
815,Cinderace,sp_attack,65
816,Sobble,sp_attack,70
817,Drizzile,sp_attack,95
818,Inteleon,sp_attack,125
819,Skwovet,sp_attack,35
820,Greedent,sp_attack,55
821,Rookidee,sp_attack,33
822,Corvisquire,sp_attack,43
823,Corviknight,sp_attack,53
824,Blipbug,sp_attack,25
825,Dottler,sp_attack,50
826,Orbeetle,sp_attack,80
827,Nickit,sp_attack,47
828,Thievul,sp_attack,87
829,Gossifleur,sp_attack,40
830,Eldegoss,sp_attack,80
831,Wooloo,sp_attack,40
832,Dubwool,sp_attack,60
833,Chewtle,sp_attack,38
834,Drednaw,sp_attack,48
835,Yamper,sp_attack,40
836,Boltund,sp_attack,90
837,Rolycoly,sp_attack,40
838,Carkol,sp_attack,60
839,Coalossal,sp_attack,80
840,Applin,sp_attack,40
841,Flapple,sp_attack,95
842,Appletun,sp_attack,100
843,Silicobra,sp_attack,35
844,Sandaconda,sp_attack,65
845,Cramorant,sp_attack,85
846,Arrokuda,sp_attack,40
847,Barraskewda,sp_attack,60
848,Toxel,sp_attack,54
849,Toxtricity,sp_attack,114
850,Sizzlipede,sp_attack,50
851,Centiskorch,sp_attack,90
852,Clobbopus,sp_attack,50
853,Grapploct,sp_attack,70
854,Sinistea,sp_attack,74
855,Polteageist,sp_attack,134
856,Hatenna,sp_attack,56
857,Hattrem,sp_attack,86
858,Hatterene,sp_attack,136
859,Impidimp,sp_attack,55
860,Morgrem,sp_attack,75
861,Grimmsnarl,sp_attack,95
862,Obstagoon,sp_attack,60
863,Perrserker,sp_attack,50
864,Cursola,sp_attack,145
865,Sirfetch'd,sp_attack,68
866,Mr. Rime,sp_attack,110
867,Runerigus,sp_attack,50
868,Milcery,sp_attack,50
869,Alcremie,sp_attack,110
870,Falinks,sp_attack,70
871,Pincurchin,sp_attack,91
872,Snom,sp_attack,45
873,Frosmoth,sp_attack,125
874,Stonjourner,sp_attack,20
875,Eiscue,sp_attack,65
876,Indeedee,sp_attack,105
877,Morpeko,sp_attack,70
878,Cufant,sp_attack,40
879,Copperajah,sp_attack,80
880,Dracozolt,sp_attack,80
881,Arctozolt,sp_attack,90
882,Dracovish,sp_attack,70
883,Arctovish,sp_attack,80
884,Duraludon,sp_attack,120
885,Dreepy,sp_attack,40
886,Drakloak,sp_attack,60
887,Dragapult,sp_attack,100
888,Zacian,sp_attack,80
889,Zamazenta,sp_attack,80
890,Eternatus,sp_attack,145
891,Kubfu,sp_attack,53
892,Urshifu,sp_attack,63
893,Zarude,sp_attack,70
894,Regieleki,sp_attack,100
895,Regidrago,sp_attack,100
896,Glastrier,sp_attack,65
897,Spectrier,sp_attack,145
898,Calyrex,sp_attack,80
899,Wyrdeer,sp_attack,105
900,Kleavor,sp_attack,45
901,Ursaluna,sp_attack,45
902,Basculegion,sp_attack,80
903,Sneasler,sp_attack,40
904,Overqwil,sp_attack,65
905,Enamorus,sp_attack,135
906,Sprigatito,sp_attack,45
907,Floragato,sp_attack,60
908,Meowscarada,sp_attack,81
909,Fuecoco,sp_attack,63
910,Crocalor,sp_attack,90
911,Skeledirge,sp_attack,110
912,Quaxly,sp_attack,50
913,Quaxwell,sp_attack,65
914,Quaquaval,sp_attack,85
915,Lechonk,sp_attack,35
916,Oinkologne,sp_attack,59
917,Tarountula,sp_attack,29
918,Spidops,sp_attack,52
919,Nymble,sp_attack,21
920,Lokix,sp_attack,52
921,Pawmi,sp_attack,40
922,Pawmo,sp_attack,50
923,Pawmot,sp_attack,70
924,Tandemaus,sp_attack,40
925,Maushold,sp_attack,65
926,Fidough,sp_attack,30
927,Dachsbun,sp_attack,50
928,Smoliv,sp_attack,58
929,Dolliv,sp_attack,78
930,Arboliva,sp_attack,125
931,Squawkabilly,sp_attack,45
932,Nacli,sp_attack,35
933,Naclstack,sp_attack,35
934,Garganacl,sp_attack,45
935,Charcadet,sp_attack,50
936,Armarouge,sp_attack,125
937,Ceruledge,sp_attack,60
938,Tadbulb,sp_attack,59
939,Bellibolt,sp_attack,103
940,Wattrel,sp_attack,55
941,Kilowattrel,sp_attack,105
942,Maschiff,sp_attack,40
943,Mabosstiff,sp_attack,60
944,Shroodle,sp_attack,40
945,Grafaiai,sp_attack,80
946,Bramblin,sp_attack,45
947,Brambleghast,sp_attack,80
948,Toedscool,sp_attack,50
949,Toedscruel,sp_attack,80
950,Klawf,sp_attack,35
951,Capsakid,sp_attack,62
952,Scovillain,sp_attack,108
953,Rellor,sp_attack,31
954,Rabsca,sp_attack,115
955,Flittle,sp_attack,55
956,Espathra,sp_attack,101
957,Tinkatink,sp_attack,35
958,Tinkatuff,sp_attack,45
959,Tinkaton,sp_attack,70
960,Wiglett,sp_attack,35
961,Wugtrio,sp_attack,50
962,Bombirdier,sp_attack,60
963,Finizen,sp_attack,45
964,Palafin,sp_attack,53
965,Varoom,sp_attack,30
966,Revavroom,sp_attack,54
967,Cyclizar,sp_attack,85
968,Orthworm,sp_attack,60
969,Glimmet,sp_attack,105
970,Glimmora,sp_attack,130
971,Greavard,sp_attack,30
972,Houndstone,sp_attack,50
973,Flamigo,sp_attack,75
974,Cetoddle,sp_attack,30
975,Cetitan,sp_attack,45
976,Veluza,sp_attack,78
977,Dondozo,sp_attack,65
978,Tatsugiri,sp_attack,120
979,Annihilape,sp_attack,50
980,Clodsire,sp_attack,45
981,Farigiraf,sp_attack,110
982,Dudunsparce,sp_attack,85
983,Kingambit,sp_attack,60
984,Great Tusk,sp_attack,53
985,Scream Tail,sp_attack,65
986,Brute Bonnet,sp_attack,79
987,Flutter Mane,sp_attack,135
988,Slither Wing,sp_attack,85
989,Sandy Shocks,sp_attack,121
990,Iron Treads,sp_attack,72
991,Iron Bundle,sp_attack,124
992,Iron Hands,sp_attack,50
993,Iron Jugulis,sp_attack,122
994,Iron Moth,sp_attack,140
995,Iron Thorns,sp_attack,70
996,Frigibax,sp_attack,35
997,Arctibax,sp_attack,45
998,Baxcalibur,sp_attack,75
999,Gimmighoul,sp_attack,75
1000,Gholdengo,sp_attack,133
1001,Wo-Chien,sp_attack,95
1002,Chien-Pao,sp_attack,90
1003,Ting-Lu,sp_attack,55
1004,Chi-Yu,sp_attack,135
1005,Roaring Moon,sp_attack,55
1006,Iron Valiant,sp_attack,120
1007,Koraidon,sp_attack,85
1008,Miraidon,sp_attack,135
1009,Walking Wake,sp_attack,125
1010,Iron Leaves,sp_attack,70
1011,Dipplin,sp_attack,95
1012,Poltchageist,sp_attack,74
1013,Sinistcha,sp_attack,121
1014,Okidogi,sp_attack,58
1015,Munkidori,sp_attack,130
1016,Fezandipiti,sp_attack,70
1017,Ogerpon,sp_attack,60
1018,Archaludon,sp_attack,125
1019,Hydrapple,sp_attack,120
