gen,english_name,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,votes_first,votes_top_6,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity,class_primary,class_secondary
7.0,Palossand,50.2,49.8,1.3,250.0,60.0,3840.0,85.0,75.0,110.0,100.0,75.0,35.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,0.0,0.0,12,6
7.0,Pyukumuku,50.2,49.8,0.3,1.2,60.0,3840.0,55.0,60.0,130.0,30.0,130.0,5.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,2,1
7.0,Type: Null,0.0,0.0,1.9,120.5,3.0,30720.0,95.0,95.0,95.0,95.0,95.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,4,1
7.0,Silvally,0.0,0.0,2.3,100.5,3.0,30720.0,95.0,95.0,95.0,95.0,95.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,17.0,1.0,3.0,0.0,0.0,1.0,4,1
7.0,Minior,0.0,0.0,0.3,40.0,30.0,6400.0,60.0,60.0,100.0,60.0,100.0,60.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,19.0,1.0,1.0,0.0,0.0,0.0,11,2
7.0,Komala,50.0,50.0,0.4,19.9,45.0,5120.0,65.0,115.0,65.0,75.0,95.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4,1
7.0,Turtonator,50.2,49.8,2.0,212.0,70.0,5120.0,60.0,78.0,135.0,91.0,85.0,36.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,15
7.0,Togedemaru,50.2,49.8,0.3,3.3,180.0,2560.0,65.0,98.0,63.0,40.0,73.0,96.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.0,3.0,3.0,1.0,0.0,0.0,0.0,6,11
7.0,Mimikyu,50.2,49.8,0.2,0.7,45.0,5120.0,55.0,90.0,80.0,50.0,105.0,96.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,24.0,123.0,1.0,1.0,0.0,0.0,0.0,12,7
7.0,Bruxish,50.0,50.0,0.9,19.0,80.0,3840.0,68.0,105.0,70.0,70.0,70.0,92.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2,10
7.0,Drampa,50.2,49.8,3.0,185.0,70.0,5120.0,78.0,60.0,85.0,135.0,91.0,36.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,4,15
7.0,Dhelmise,0.0,0.0,3.9,210.0,25.0,6400.0,70.0,131.0,100.0,86.0,90.0,40.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,17.0,1.0,1.0,0.0,0.0,0.0,12,8
7.0,Jangmo-o,50.2,49.8,0.6,29.7,45.0,10240.0,45.0,55.0,65.0,45.0,45.0,45.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,14,1
7.0,Hakamo-o,50.2,49.8,1.2,47.0,45.0,10240.0,55.0,75.0,90.0,65.0,70.0,65.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,14,9
7.0,Kommo-o,50.2,49.8,1.6,78.2,45.0,10240.0,75.0,110.0,125.0,100.0,105.0,85.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,1.0,18.0,3.0,5.0,0.0,0.0,0.0,14,9
7.0,Tapu Koko,0.0,0.0,1.8,20.5,3.0,3840.0,70.0,115.0,85.0,95.0,75.0,130.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,6,7
7.0,Tapu Lele,0.0,0.0,1.2,18.6,3.0,3840.0,70.0,85.0,75.0,130.0,115.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,10,7
7.0,Tapu Bulu,0.0,0.0,1.9,45.5,3.0,3840.0,70.0,130.0,115.0,85.0,95.0,75.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0,7
7.0,Tapu Fini,0.0,0.0,1.3,21.2,3.0,3840.0,70.0,75.0,115.0,95.0,130.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,2,7
7.0,Cosmog,0.0,0.0,0.2,0.1,45.0,30720.0,43.0,29.0,31.0,29.0,31.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,7.0,0.0,0.0,2.0,10,1
7.0,Cosmoem,0.0,0.0,0.1,999.9,45.0,30720.0,43.0,29.0,131.0,29.0,131.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0,10,1
7.0,Solgaleo,0.0,0.0,3.4,230.0,45.0,30720.0,137.0,137.0,107.0,113.0,89.0,97.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.0,16.0,1.0,7.0,0.0,0.0,2.0,10,11
7.0,Lunala,0.0,0.0,4.0,120.0,45.0,30720.0,137.0,113.0,89.0,137.0,107.0,97.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,24.0,1.0,7.0,0.0,0.0,2.0,10,16
7.0,Nihilego,0.0,0.0,1.2,55.5,45.0,30720.0,109.0,53.0,47.0,127.0,131.0,103.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,16.0,1.0,1.0,0.0,0.0,1.0,11,0
7.0,Buzzwole,0.0,0.0,2.4,333.6,45.0,30720.0,107.0,139.0,139.0,53.0,53.0,79.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,3,9
7.0,Pheromosa,0.0,0.0,1.8,25.0,45.0,30720.0,71.0,137.0,37.0,137.0,37.0,151.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,3,9
7.0,Xurkitree,0.0,0.0,3.8,100.0,45.0,30720.0,83.0,89.0,71.0,173.0,71.0,83.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,13.0,1.0,1.0,0.0,0.0,1.0,6,1
7.0,Celesteela,0.0,0.0,9.2,999.9,45.0,30720.0,97.0,101.0,103.0,107.0,101.0,61.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,0.0,5.0,1.0,1.0,0.0,0.0,1.0,16,2
7.0,Kartana,0.0,0.0,0.3,0.1,45.0,30720.0,59.0,181.0,131.0,59.0,31.0,109.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,3.0,17.0,1.0,1.0,0.0,0.0,1.0,0,11
7.0,Guzzlord,0.0,0.0,5.5,888.0,45.0,30720.0,223.0,101.0,53.0,97.0,53.0,43.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,15,15
7.0,Necrozma,0.0,0.0,2.4,230.0,255.0,30720.0,97.0,107.0,101.0,127.0,89.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,30.0,1.0,1.0,0.0,0.0,2.0,10,10
7.0,Magearna,0.0,0.0,1.0,80.5,3.0,30720.0,80.0,95.0,115.0,130.0,115.0,65.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,2.0,11.0,1.0,1.0,0.0,0.0,3.0,16,7
7.0,Marshadow,0.0,0.0,0.7,22.2,3.0,30720.0,90.0,125.0,80.0,90.0,90.0,125.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0,7.0,21.0,1.0,1.0,0.0,0.0,3.0,9,16
7.0,Poipole,0.0,0.0,0.6,1.8,45.0,30720.0,67.0,73.0,67.0,73.0,67.0,73.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,2.0,1.0,3.0,0.0,0.0,1.0,5,1
7.0,Naganadel,0.0,0.0,3.6,150.0,45.0,30720.0,73.0,73.0,73.0,127.0,73.0,121.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,0.0,0.0,1.0,5,15
7.0,Stakataka,0.0,0.0,5.5,820.0,30.0,30720.0,61.0,131.0,211.0,53.0,101.0,13.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,8.0,1.0,1.0,0.0,0.0,1.0,11,11
7.0,Blacephalon,0.0,0.0,1.8,13.0,30.0,30720.0,53.0,127.0,53.0,151.0,79.0,107.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,1.0,11.0,1.0,1.0,0.0,0.0,1.0,1,16
7.0,Zeraora,0.0,0.0,1.5,44.5,3.0,30720.0,88.0,112.0,75.0,102.0,80.0,143.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,22.0,1.0,1.0,0.0,0.0,3.0,6,1
7.0,Meltan,0.0,0.0,0.2,8.0,3.0,30720.0,46.0,65.0,65.0,55.0,35.0,34.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,3.0,1.0,3.0,0.0,0.0,3.0,16,1
7.0,Melmetal,0.0,0.0,2.5,800.0,3.0,30720.0,135.0,143.0,143.0,80.0,65.0,34.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,9.0,1.0,3.0,0.0,1.0,0.0,16,1
8.0,Grookey,88.14,11.86,0.3,5.0,45.0,5120.0,50.0,65.0,50.0,40.0,40.0,65.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,5.0,0.0,0.0,0.0,0,1
8.0,Thwackey,88.14,11.86,0.7,14.0,45.0,5120.0,70.0,85.0,70.0,55.0,60.0,80.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0,1
8.0,Rillaboom,88.14,11.86,2.1,90.0,45.0,5120.0,100.0,125.0,90.0,60.0,70.0,85.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,5.0,0.0,1.0,0.0,0,1
8.0,Scorbunny,88.14,11.86,0.3,4.5,45.0,5120.0,50.0,71.0,40.0,40.0,40.0,69.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,12.0,2.0,5.0,0.0,0.0,0.0,1,1
8.0,Raboot,88.14,11.86,0.6,9.0,45.0,5120.0,65.0,86.0,60.0,55.0,60.0,94.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,5.0,2.0,5.0,0.0,0.0,0.0,1,1
8.0,Cinderace,88.14,11.86,1.4,33.0,45.0,5120.0,80.0,116.0,75.0,65.0,75.0,119.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5.0,30.0,2.0,5.0,0.0,1.0,0.0,1,1
8.0,Sobble,88.14,11.86,0.3,4.0,45.0,5120.0,50.0,40.0,40.0,70.0,40.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,8.0,2.0,5.0,0.0,0.0,0.0,2,1
8.0,Drizzile,88.14,11.86,0.7,11.5,45.0,5120.0,65.0,60.0,55.0,95.0,55.0,90.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,2,1
8.0,Inteleon,88.14,11.86,1.9,45.2,45.0,5120.0,70.0,85.0,65.0,125.0,65.0,120.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,15.0,2.0,5.0,0.0,1.0,0.0,2,1
8.0,Skwovet,50.2,49.8,0.3,2.5,255.0,5120.0,70.0,55.0,55.0,35.0,35.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,4,1
8.0,Greedent,50.2,49.8,0.6,6.0,90.0,5120.0,120.0,95.0,95.0,55.0,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,4,1
8.0,Rookidee,50.2,49.8,0.2,1.8,255.0,3840.0,38.0,47.0,35.0,33.0,35.0,57.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,17,1
8.0,Corvisquire,50.2,49.8,0.8,16.0,120.0,3840.0,68.0,67.0,55.0,43.0,55.0,77.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,17,1
8.0,Corviknight,50.2,49.8,2.2,75.0,45.0,3840.0,98.0,87.0,105.0,53.0,85.0,67.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,7.0,66.0,3.0,5.0,0.0,1.0,0.0,17,11
8.0,Blipbug,50.2,49.8,0.4,8.0,255.0,3840.0,25.0,20.0,20.0,25.0,45.0,45.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,3,1
8.0,Dottler,50.2,49.8,0.4,19.5,120.0,3840.0,50.0,35.0,80.0,50.0,90.0,30.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,3,10
8.0,Orbeetle,50.2,49.8,0.4,40.8,45.0,3840.0,60.0,45.0,110.0,80.0,120.0,90.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,0.0,1.0,0.0,3,10
8.0,Nickit,50.2,49.8,0.6,8.9,255.0,3840.0,40.0,28.0,28.0,47.0,52.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,15,1
8.0,Thievul,50.2,49.8,1.2,19.9,127.0,3840.0,70.0,58.0,58.0,87.0,92.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,15,1
8.0,Gossifleur,50.2,49.8,0.4,2.2,190.0,5120.0,40.0,40.0,60.0,40.0,60.0,10.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,1
8.0,Eldegoss,50.2,49.8,0.5,2.5,75.0,5120.0,60.0,50.0,90.0,80.0,120.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0,1
8.0,Wooloo,50.2,49.8,0.6,6.0,255.0,3840.0,42.0,40.0,55.0,40.0,45.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,8.0,3.0,3.0,0.0,0.0,0.0,4,1
8.0,Dubwool,50.2,49.8,1.3,43.0,127.0,3840.0,72.0,80.0,100.0,60.0,90.0,88.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4,1
8.0,Chewtle,50.2,49.8,0.3,8.5,255.0,5120.0,50.0,64.0,50.0,38.0,38.0,44.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2,1
8.0,Drednaw,50.2,49.8,1.0,115.5,75.0,5120.0,90.0,115.0,90.0,48.0,68.0,74.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,0.0,1.0,0.0,2,13
8.0,Yamper,50.2,49.8,0.3,13.5,255.0,5120.0,59.0,45.0,50.0,40.0,50.0,26.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,6,1
8.0,Boltund,50.2,49.8,1.0,34.0,45.0,5120.0,69.0,90.0,60.0,90.0,60.0,121.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,6,1
8.0,Rolycoly,50.2,49.8,0.3,12.0,255.0,3840.0,30.0,40.0,50.0,40.0,50.0,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,11,1
8.0,Carkol,50.2,49.8,1.1,78.0,120.0,3840.0,80.0,60.0,90.0,60.0,70.0,50.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,3.0,5.0,0.0,0.0,0.0,11,12
8.0,Coalossal,50.2,49.8,2.8,310.5,45.0,3840.0,110.0,80.0,120.0,80.0,90.0,30.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.0,3.0,3.0,5.0,0.0,1.0,0.0,11,12
8.0,Applin,50.2,49.8,0.2,0.5,255.0,5120.0,40.0,40.0,80.0,40.0,40.0,20.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,3.0,5.0,0.0,0.0,0.0,0,15
8.0,Flapple,50.2,49.8,0.3,1.0,45.0,5120.0,70.0,110.0,80.0,95.0,60.0,70.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,0.0,1.0,0.0,0,15
8.0,Appletun,50.2,49.8,0.4,13.0,45.0,5120.0,110.0,85.0,80.0,100.0,80.0,30.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,42.0,3.0,5.0,0.0,0.0,0.0,0,15
8.0,Silicobra,50.2,49.8,2.2,7.6,255.0,5120.0,52.0,57.0,75.0,35.0,50.0,46.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,7,1
8.0,Sandaconda,50.2,49.8,3.8,65.5,120.0,5120.0,72.0,107.0,125.0,65.0,70.0,71.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,7,1
8.0,Cramorant,50.2,49.8,0.8,18.0,45.0,5120.0,70.0,85.0,55.0,85.0,95.0,85.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,17,14
8.0,Arrokuda,50.2,49.8,0.5,1.0,255.0,5120.0,41.0,63.0,40.0,40.0,30.0,66.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2,1
8.0,Barraskewda,50.2,49.8,1.3,30.0,60.0,5120.0,61.0,123.0,60.0,60.0,50.0,136.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2,1
8.0,Toxel,50.2,49.8,0.4,11.0,75.0,6400.0,40.0,38.0,35.0,54.0,35.0,40.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,5.0,3.0,3.0,0.0,0.0,0.0,6,0
8.0,Toxtricity,50.2,49.8,1.6,40.0,45.0,6400.0,75.0,98.0,70.0,114.0,70.0,75.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3.0,30.0,3.0,3.0,0.0,1.0,0.0,6,0
8.0,Sizzlipede,50.2,49.8,0.7,1.0,190.0,5120.0,50.0,65.0,45.0,50.0,50.0,45.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1,17
8.0,Centiskorch,50.2,49.8,3.0,120.0,75.0,5120.0,100.0,115.0,65.0,90.0,90.0,65.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,2.0,9.0,3.0,3.0,0.0,1.0,0.0,1,17
8.0,Clobbopus,50.2,49.8,0.6,4.0,180.0,6400.0,50.0,68.0,60.0,50.0,50.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,9,1
8.0,Grapploct,50.2,49.8,1.6,39.0,45.0,6400.0,80.0,118.0,90.0,70.0,80.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,9,1
